  5.8472210e+000 -6.6427086e+000
  2.8502369e+000 -1.1113879e+000
  3.6511049e+000 -2.7637684e+000
  3.1469103e+000  1.2013283e+000
  2.3520254e+000  1.5653656e-001
  2.1835202e+000  4.1112292e-001
  1.9939220e+000 -8.8163376e-001
  4.0124593e+000 -3.4491592e+000
  2.4418057e+000 -3.9548188e-002
  2.0308441e+000 -1.0280110e+000
  2.8251589e+000  1.6924554e+000
  2.3230657e+000 -1.1318666e+000
  2.8865288e+000 -2.3672646e+000
  1.1321402e+000  9.3957461e-002
  1.8039931e+000  1.9401405e+000
  3.0608698e+000 -2.0880208e+000
  2.2270516e+000 -5.5669458e-001
  2.3552601e+000 -3.1933831e+000
  4.8484658e+000 -2.2549470e+000
  4.2822464e+000 -2.7280607e+000
  2.7766185e+000 -1.6442334e+000
  1.7959117e+000  2.2824122e-001
  2.0577927e+000 -1.9662999e-001
  5.2141222e+000 -2.7759446e+000
  2.8691005e+000  4.6172825e+000
  3.2681290e+000  7.0418580e-001
  3.0290808e+000  2.0740671e+000
  4.1303473e+000  1.1505170e+000
  2.2302494e+000 -9.1119849e-001
  2.2601829e+000 -1.3008421e+000
  1.2116486e+000 -2.6289793e+000
  1.4726017e+000 -1.5657716e+000
  3.2694702e+000 -1.7394505e+000
  2.9122280e+000 -1.0987712e+000
  3.7694583e+000 -1.0193227e+000
  2.4869476e+000 -3.0766265e-001
  3.4565109e+000 -3.5527195e+000
  3.7492948e+000 -2.2049663e+000
  4.9267031e+000  6.4498483e-001
  2.9136371e+000 -1.4858857e+000
  2.8158941e+000 -2.5454360e+000
  3.0882298e+000 -1.5390450e+000
  3.0742069e+000 -4.4201363e-001
  2.8291032e+000 -1.5766361e+000
  4.8750257e+000 -3.2866578e+000
  4.2386200e+000 -2.6239769e+000
  2.4811269e+000  1.6051254e+000
  3.8276105e+000 -1.1362075e-001
  4.2439834e+000 -3.3786688e+000
  2.0666564e+000 -1.6291080e+000
  1.9274706e+000 -3.3517743e+000
  2.6545899e+000  1.3553727e+000
  3.2300473e+000 -1.3823049e+000
  3.1195089e+000 -1.5422810e+000
  2.8962611e+000 -5.8668252e-001
  3.1963574e+000 -3.5552008e+000
  2.0464102e+000 -1.9369123e+000
  2.1207380e+000  4.2042804e-002
  3.3468694e+000 -1.8703428e+000
  2.8015413e+000 -4.6349535e+000
  2.5842962e+000 -2.0915348e+000
  1.2869868e+000  8.5848815e-001
  3.2099355e+000  8.0734570e-001
  3.3804125e+000 -1.1411456e+000
  1.6073109e+000  3.8173380e-001
  2.7989603e+000 -1.7247789e+000
  2.9739715e+000 -5.9194074e-001
  3.8108396e+000 -6.4837863e-001
  2.2595015e+000 -2.0731829e+000
  2.3594746e+000  1.4548702e+000
  2.1847673e+000 -3.4133130e+000
  1.2194586e+000  3.3989086e-001
  3.0645962e+000 -1.4785255e+000
  3.3124552e+000  1.7891250e+000
  2.1963383e+000 -9.3466688e-001
  2.0457418e+000  5.7259075e+000
  1.8200749e+000 -5.6048207e-001
  2.8022021e+000 -2.1644271e+000
  4.0656458e+000  2.4476405e+000
  1.7187242e-001  1.2283649e+000
  7.3298416e-001  3.4059578e-001
  4.0387089e+000 -1.5619868e+000
  2.2815354e+000 -2.2754253e+000
  2.9359066e+000 -3.6443190e+000
  4.1782348e+000 -3.1325986e+000
  4.5232771e+000 -2.0893044e+000
  3.0302593e+000  1.0856396e+000
  3.6574383e+000  7.1303670e-001
  3.1886826e+000 -2.6033796e-001
  3.4732928e+000  8.3646040e-001
  2.6303147e+000  4.1439018e+000
  1.4935024e+000  1.4098544e+000
  3.5686781e+000  3.2701148e-001
  3.6254524e+000 -2.0564832e+000
  2.5972523e+000  1.5392064e+000
  2.4311359e+000 -2.6280010e+000
  1.5457811e+000 -4.4785710e-001
  2.4631559e+000 -2.1578828e+000
  2.4015514e+000 -1.5535182e+000
  2.6230488e+000  2.9848951e+000
  4.6485260e+000 -2.6971839e+000
  3.3534563e+000 -2.0704951e+000
  2.5969985e+000  1.2355842e+000
  3.2977701e+000 -1.8212270e+000
  3.2926127e+000 -6.4012776e-001
  4.1639393e+000 -9.0842961e-001
  3.8662686e+000 -3.2961920e+000
  3.9947308e+000 -2.4510267e+000
  3.1638689e+000  2.4252203e+000
  3.3647190e+000 -1.0377375e+000
  4.0616928e+000 -1.6910559e-001
  3.0888252e+000  1.2917044e+000
  1.4397441e+000  1.3171721e+000
  3.1708767e+000 -9.0393394e-001
  2.0583433e+000  2.1288484e+000
  2.9248826e+000 -3.2722788e+000
  2.5178007e+000  1.6235884e+000
  2.3081427e+000 -4.3474633e+000
  4.1330263e+000 -4.2481373e+000
  2.6163356e+000 -1.4855665e+000
  2.9997585e+000 -1.1581231e+000
  3.0724931e+000 -4.0800826e+000
  1.5702383e+000  1.5831194e+000
  4.1679316e+000 -2.0757147e+000
  2.8526963e+000 -2.9138471e+000
  3.8010710e+000 -3.8489788e+000
  3.2714759e+000 -2.9981682e+000
  4.1291275e+000 -3.4534233e+000
  2.2584267e+000 -6.4130906e-001
  1.2810251e+000  2.7493813e-001
  2.4859004e+000 -1.6748467e+000
  2.3608731e+000 -6.4560334e-001
  1.7854060e+000 -1.2288239e+000
  4.1407582e+000 -1.5851498e+000
  3.9381954e+000  1.1193526e+000
  3.8236660e+000 -6.3115700e-002
  1.1832391e+000 -3.0493049e-001
  1.2654292e+000  6.5729471e-001
  4.5575451e+000 -2.5419395e+000
  3.0811676e+000 -1.8566365e+000
  3.5236054e+000 -2.0000353e+000
  2.6571867e+000  1.3339867e+000
  1.2853243e+000 -6.3943874e-001
  2.9440567e+000 -6.0260074e-001
  2.7340753e+000  3.5453665e-001
  5.6818212e+000 -5.0599346e+000
  1.8452675e+000 -2.8674998e+000
  2.6166490e+000  7.3369590e-001
  2.0335227e+000  4.8808720e-001
  4.9833773e+000 -3.5757954e+000
  3.7068242e+000  5.2826302e-001
  1.7826386e+000  5.6077455e-001
  3.3216088e+000 -2.0119986e+000
  1.7112688e+000 -7.8610704e-001
  2.6808054e+000 -1.6742887e+000
  6.0379483e+000 -5.4564913e+000
  3.3382091e+000  3.7879207e+000
  1.9230530e+000 -4.3470357e+000
  3.2357430e+000 -6.8267453e-001
  2.3269658e+000 -4.5110165e-001
  1.9780328e+000 -2.5555918e+000
  2.0704822e+000 -5.2625070e-001
  3.1163317e+000 -3.7092230e-001
  3.7749442e+000  2.8076486e-001
  2.9276236e+000 -7.3324176e-001
  1.7069819e+000  1.1110942e+000
  2.2386187e+000  2.8523632e+000
  4.7726471e+000 -2.6196936e+000
  2.3440632e+000 -1.5358401e+000
  2.5451163e+000 -3.2815125e+000
  4.2557690e+000 -4.3259107e-001
  1.6716723e+000 -8.7964523e-001
  3.7052283e+000  1.0690282e+000
  2.5630364e+000 -5.1681765e-001
  2.2753697e+000 -6.6916574e-001
  3.9643525e+000 -2.8138189e+000
  3.1407024e+000 -2.0661944e+000
  3.3301407e+000 -3.5992266e+000
  3.3364623e+000 -1.5956318e-001
  3.2166289e+000 -1.9501536e+000
  2.1447663e+000  8.6680970e-001
  1.8414550e+000 -3.1994739e+000
  3.5237148e+000 -7.8188388e-001
  2.4562790e+000 -2.2555965e+000
  4.6756511e+000 -5.2331641e+000
  2.7036741e+000 -1.1974793e+000
  3.3809587e+000 -1.6634255e-001
  4.8774854e+000 -5.9411830e-001
  2.9536551e+000  1.3166304e+000
  3.3564559e+000 -1.9847242e+000
  2.8078099e+000 -2.6195936e+000
  4.5311768e+000  3.3817328e+000
  3.2557077e+000 -2.2202535e+000
  4.1643939e+000 -3.2337122e+000
  2.6414123e+000  1.6395123e-001
  1.3873231e+000 -1.6945530e+000
  2.9695428e+000 -2.2070692e+000
  4.2026201e+000 -4.7813337e+000
  3.7552429e+000 -1.9727053e+000
  2.7757611e+000 -2.8987490e+000
  2.9970223e+000 -2.8001006e-001
  2.0686263e+000  9.3092356e-002
  3.7030018e+000 -2.8889957e+000
  2.1882901e+000 -1.0587170e+000
  3.3321976e+000 -2.3196111e+000
  1.8672906e+000  2.1755037e-001
  3.0885277e+000 -2.2798935e+000
  4.5797170e+000 -1.7634720e+000
  3.1210392e+000 -2.6614104e+000
  3.4086789e+000 -2.4504088e-001
  2.7281023e+000 -1.0872694e+000
  1.7398988e+000 -3.7680262e+000
  4.2883531e+000 -1.6788650e+000
  4.4912539e+000 -4.5045017e-001
  3.3468580e+000  1.0534596e+000
  3.3840047e+000 -8.8455320e-001
  3.3263502e+000  1.4640703e+000
  1.6075599e+000  1.3885919e+000
  3.1328700e+000  2.7731552e+000
  3.7277219e+000 -1.0923749e+000
  1.7680072e+000  8.6911899e-001
  4.0985511e+000 -1.0757972e+000
  2.1301538e+000  7.2300081e-001
  2.8978952e+000  6.1349756e-001
  2.1330129e+000  1.6562510e+000
  2.6718644e+000 -2.5525899e+000
  3.9634184e+000 -4.1530439e+000
  2.0958930e+000  2.1831035e+000
  3.4270671e+000  4.3783506e-001
  2.8009724e+000 -2.3984783e+000
  3.2144576e+000 -1.2620956e+000
  2.5809918e+000  2.7395988e+000
  4.2165423e+000 -4.1012127e+000
  4.5228154e+000 -1.6124420e+000
  3.0622112e+000 -3.5983269e+000
  1.0698387e+000  8.6304560e-001
  3.0623058e+000 -4.8328908e-001
  4.3750287e+000 -2.4351813e+000
  3.1577501e+000  6.0946343e-001
  2.6368642e+000 -9.6011492e-001
  2.8988875e+000  1.2663066e+000
 -5.7338185e-004  3.4194107e+000
  2.7796258e+000 -1.3309835e+000
  2.5353757e+000 -1.4859566e-001
  2.6101153e+000 -3.0036582e-001
  2.9368598e+000  8.3118797e-001
  1.6144186e+000  2.4000466e+000
  1.4144773e+000  1.7305566e+000
  3.5927236e+000 -1.4230378e+000
  2.3061259e+000 -2.0770416e+000
  2.5126381e+000 -2.9737186e+000
  3.7085688e+000  4.5878577e-001
  2.6811561e+000  2.9315832e+000
  3.7007380e+000 -1.0613111e+000
  3.2355505e+000 -1.3140916e+000
  2.6932719e+000  9.6945445e-001
  2.8854585e+000 -3.9996157e+000
  2.0105094e+000 -6.8527927e-001
  3.6202598e+000 -5.1721086e+000
  4.0164381e+000 -1.0253927e+000
  3.6951563e+000 -1.5022805e+000
  3.3738192e+000 -6.9387791e-001
  2.2998015e+000 -1.2266347e+000
  1.3450828e+000 -3.1056852e+000
  2.4873797e+000  1.2397691e+000
  4.2434616e+000 -3.1973456e+000
  3.6193690e+000 -1.1647055e+000
  2.5671258e+000  1.0969010e+000
  2.0307155e+000  8.3025474e-001
  1.9512991e+000 -1.6815015e+000
  2.0956279e+000 -7.5394204e-001
  2.7458436e+000 -1.1935931e+000
  2.6098401e+000  1.1365368e+000
  2.1891656e+000  2.0163242e+000
  1.8954275e+000 -2.0692910e+000
  2.9305556e+000 -2.8131053e+000
  3.2119624e+000 -9.2873745e-001
  2.8209152e+000 -8.5893873e-001
  1.1558943e+000  8.4591270e-001
  1.3529568e+000 -1.6116646e+000
  3.4121393e+000 -3.7955594e+000
  2.6343216e+000 -8.5277803e-001
  1.8791996e+000  2.1725793e+000
  5.3982903e+000 -1.7534278e+000
  4.0976013e+000 -2.0958156e+000
  3.6279193e+000 -2.2072494e+000
  2.9833098e+000 -3.0512306e+000
  2.8575831e+000  7.7068804e-001
  5.0988228e+000 -1.1048188e+000
  2.0715007e+000 -5.6190910e-001
  3.8330535e+000 -9.5262235e-001
  3.5244725e+000 -9.1738374e-001
  3.6088425e+000  2.2039939e-001
  2.9131705e+000  2.0910115e+000
  4.8033795e+000 -5.6808341e+000
  4.0929377e+000 -2.4397205e+000
  1.4739140e+000  7.2610112e-002
  3.3166171e+000 -3.6024917e+000
  3.5807057e+000 -1.9987926e+000
  2.8261063e+000  6.3532350e-001
  3.1887217e+000 -2.5450889e+000
  4.3042173e+000 -5.9096433e+000
  3.2242137e+000 -3.0551179e+000
  4.7001948e+000 -1.8311243e+000
  2.0951745e+000 -1.6784144e+000
  2.5391751e+000  1.1123784e+000
  2.7363460e+000 -1.8155270e+000
  3.4729218e+000 -9.5257289e-001
  3.4129172e+000 -2.4275614e+000
  3.9386907e+000 -5.8856996e-001
  3.6034638e+000 -4.4991592e+000
  3.3232289e+000  1.7616887e+000
  3.6997938e+000 -1.9621269e+000
  4.3404778e+000 -2.3261445e+000
  3.8126059e+000 -4.2729336e+000
  1.3671439e+000  3.0328882e-001
  2.1232800e+000 -4.2793337e-001
  1.0724408e+000 -1.6754531e+000
  4.8855027e+000 -1.4111113e+000
  2.6633987e+000  2.9710294e+000
  2.9163644e+000  1.2571700e+000
  1.2244744e+000  3.0464293e-001
  2.2266773e+000  6.4468530e-001
  3.9472970e+000 -1.3637334e+000
  1.9230965e+000  6.3513238e-001
  4.7488224e+000 -6.1964190e+000
  1.5138403e+000 -1.4784782e+000
  1.7595325e+000 -5.3054379e-001
  3.4299350e+000 -1.7750149e-001
  1.4783975e+000  8.8859866e-001
  5.2810558e-001  7.8974580e-001
  3.4996318e+000 -5.3723190e+000
  1.8007918e+000 -2.6623650e+000
  2.4957605e+000  1.8662383e+000
  2.5144647e+000 -3.5852698e-001
  4.2388922e+000 -1.9590373e+000
  3.1530416e+000 -1.7429056e+000
  3.0565799e+000  4.2986517e+000
  3.1829734e+000 -2.4055508e+000
  9.4696746e-001  3.8146889e-001
  2.3872084e+000  4.7779999e-001
  3.0649052e+000  1.3827494e+000
  2.6217338e+000 -9.3758764e-001
  2.2977885e+000  1.3400510e+000
  3.1146933e+000  7.3865667e-001
  4.7437058e-001  1.5023165e+000
  9.0216168e-001 -1.7382771e+000
  2.7669621e+000  6.6471472e-001
  1.2230280e+000  6.1284360e-001
  2.3838027e+000  2.3464395e+000
  2.4991740e+000 -2.1423582e+000
  2.6561179e+000 -7.3128011e-001
  3.2801006e+000 -2.1498770e+000
  3.0707892e+000 -4.4387976e+000
  3.8028530e+000 -3.5715964e+000
  2.8390984e+000 -4.4692173e+000
  4.0865721e+000  1.2411514e+000
  3.8179811e+000 -1.2096116e+000
  3.2164197e+000 -6.8373336e-002
  4.9377398e+000 -2.1711728e+000
  2.9012053e+000  1.1380012e+000
  3.4940565e+000  1.3905127e+000
  3.1154790e+000 -1.8368598e+000
  4.3181348e+000 -3.8255197e+000
  1.7018786e+000  2.0709942e+000
  2.1006861e+000  3.8497844e+000
  2.6875326e+000 -1.1530800e+000
  2.8675810e+000 -2.2891532e+000
  2.8137118e+000 -2.3785425e-001
  2.5072771e+000 -2.3364074e+000
  2.1463788e+000 -1.7466216e+000
  1.4726151e+000  1.4655233e+000
  1.3778598e+000 -1.0548987e-001
  3.7802145e+000 -6.5514381e-001
  9.0701056e-001 -2.4910235e-001
  3.3069934e+000 -1.6883827e-001
  3.0680695e+000 -4.2380079e-001
  3.4623719e+000 -4.1753997e-001
  1.9271132e+000  2.0161480e+000
  3.2400646e+000  4.1224621e-001
  3.0072116e+000 -3.8360587e+000
  3.8233293e+000  1.6936645e+000
  2.3950730e+000 -2.7987996e+000
  4.8606442e+000 -5.7293425e+000
